External2 00175.wav,冠名堂的小丫头总是把对我的猜疑写在脸上，哼要是让他知道了，这些年来我对万民堂的资助，他会露出怎样的表情来呢？
External2 00176.wav,早就听说余人中会拉拢道上朋友，但不补炉是只用腌奶就能收买的吗？
External2 00177.wav,
External2 00178.wav,这生意可简单了，你们每天给我搜罗一点日常百货，就可以从我这里选一个装满宝贝的期货盒子。
External2 00179.wav,难道说阎王地区其实是一位大姐姐。
External2 00180.wav,客观不行啊太少太少。
External2 00181.wav,姐姐。真的很谢谢您。
External2 00182.wav,你
External2 00183.wav,嘿你嘿嘿嘿就是你你过来一下。
External2 00184.wav,
External2 00185.wav, MHM
External2 00186.wav,
External2 00187.wav,这三块叶柏石看上去确实都很漂亮，不像是平时挖出来的那种。
External2 00188.wav,有区别有很大的区别。比如我要加史莱姆你也进去，你会同意吗？
External2 00189.wav,
External2 00190.wav,我的直觉告诉我会有什么好东西，我们去找找看吧。
External2 00191.wav,
External2 00192.wav,先人不会逃避责任。
External2 00193.wav,
External2 00194.wav,还是这里好啊。
External2 00195.wav,丘丘人通常他们不太会在元素浓度过高的区域活动。
External2 00196.wav,请问老板在吗？
External2 00197.wav,嗯我喜欢蔬菜汤，噢只要把所有的蔬菜全都丢进一口大锅子里，再用长柄的勺子搅一搅，问我好不好吃？来啊
External2 00198.wav,几个小角色而已，你应该也可以轻松解决。
External2 00199.wav,不过还是谢谢你们分享的情报，如果找到的话，记得拿来让我见识见识。
External2 00200.wav,啊倍多啊。我真羡慕他，只用专注于研究就好，不用管其他的杂事，真是美好的生活。呀如果那个老太婆脑筋正常一点，我应该也过着这种生活吧。
External2 00201.wav,看样子稍微提到的贵客应该就是愚人重了。
External2 00202.wav,将喧闹的宴会抛在身后，享受二人独处的静谧时光。世界仿佛仅剩两人。
External2 00203.wav,肖恩伯刚进骑士团的样子，我还记得呢一转眼都那么能干了，ah再过几年就会变成什么样呢？
External2 00204.wav,啊好的。对不起，啊没想到会造成这么大的影响。
External2 00205.wav,哈哈哈有一个消息，只要你们能告诉我，我就把北国银行的金库对你开放半小时。
External2 00206.wav,以璃月的城市而言，闫王娣军也是一位仙人吗？
External2 00207.wav,看什么看。没事的都离远点。
External2 00208.wav,今天是值得庆祝的日子，要说为何的话，因为这是寿丰忽悠的你诞生的日子，既然是生日，那就好好休息一下吧。祝你生日快乐。嗯请原谅我的冒昧，不知这份礼物是否能令你满意呢？
External2 00209.wav,玉石戒指好像没什么印象。
External2 00210.wav,而且璃月那里的道宝团组织最近收到了一封匿名信。
External2 00211.wav,
External2 00212.wav,明明什么都没做，只是进了胸宅的门就解决了问题，是一个委托的报酬。你觉得是拿还是不拿呢？
External2 00213.wav,啊
External2 00214.wav,
External2 00215.wav,你们果然也看到了，真的有鬼。
External2 00216.wav,狼身上有好几种毛发，颜色深浅都不同。啦
External2 00217.wav,真可怜。琪琪已经够单纯了，但居然还有比琪琪更单纯的受骗者。
External2 00218.wav, Hey. 
External2 00219.wav,没错。如果不能击败腐蚀的源头，就无法减轻特瓦林所受的痛苦。
External2 00220.wav,枫木龙能够掀起这种程度的暴风，就是借助了那些残余的力量。
External2 00221.wav,唉这次中立先生的态度怎么神神秘秘的？
External2 00222.wav,我相信你们。
External2 00223.wav,此乃命运。
External2 00224.wav,什么事？啊
External2 00225.wav,啊你们就这样心安理得地依靠勤了吗？
External2 00226.wav,一想到可以休息，浑身就充满了干劲呢。
External2 00227.wav,不知道。我兄弟是不是也一样被琥珀给吞了。
External2 00228.wav,我们去湖边把白萝卜洗干净吧。
External2 00229.wav,太好了，谢谢你的情报。这下应该不会再扑个空了。
External2 00230.wav,
External2 00231.wav,唉是没精神了吗？尝一尝我做的辣味饮料吧。很提神的。呀
External2 00232.wav,给我一朵清新，我就当做抵了这段额外路费，再去找那个什么公子怎样。
External2 00233.wav,嗯新铁锨果然还在这小家伙身上。
External2 00234.wav,应该就在不远的地方，麻烦你们仔细找找看吧。
External2 00235.wav,
External2 00236.wav,这样看来和在蒙德的时候一样，只需要向七天神像祈愿，就会得到回应。
External2 00237.wav,一啊三4七啊三4噢 yeah。七 t五。Yeah。七七。
External2 00238.wav,哇好肉麻。
External2 00239.wav,嗯啊大概有两米高。
External2 00240.wav,你的本事不错。对秋去邪魔从不手软，我们结伴而行如何。
External2 00241.wav,但是不知道从什么时候开始，已经很久没人再来借这个铃铛了。
External2 00242.wav,你要往哪里去呀？
External2 00243.wav,还是站岗轻松一些啊。
External2 00244.wav,园中的朋友里确实有很多杀手，但网生堂并不是做这一行的，起码明面上不是。
External2 00245.wav,天怎么？
External2 00246.wav,
External2 00247.wav, Yeah. 
External2 00248.wav,就在这酒庄的话，显然也。
External2 00249.wav,容易歧视姐姐我们走我们走。
External2 00250.wav,没关系继续前进吧。这种程度的血算不了什么。
External2 00251.wav,好冷，啊里面冷死了。
External2 00252.wav,嗯嗯是这样没错。不过呢老板做生意这么辛苦，愿意花大钱去找这个戒指，它一定意义非凡吧。
External2 00253.wav,嗯斯坦利。呃斯坦利。
External2 00254.wav,那我我正在巡逻，被一点响动吸引，我赶忙过去查看。
External2 00255.wav,对我的身份保密。
External2 00256.wav,那么严重吗？
External2 00257.wav,这说不定还低估了愚人众的决心。
External2 00258.wav,没想到你还有这种天赋啊。
External2 00259.wav,
External2 00260.wav,霍夫曼果然来了呢。
External2 00261.wav,呃好像确实还稍微有些毛骨悚然。莫非有什么别的用处？啊
External2 00262.wav,
External2 00263.wav,璃月港可是有先人守护的，尤其是在海灯节期间。
External2 00264.wav,就是超级风模块。
External2 00265.wav,
External2 00266.wav,骗人，那根本就是块普通木板吧。
External2 00267.wav,那我可没想什么歪主意，我们快把它还给朱老板吧。
External2 00268.wav,风韵。
External2 00269.wav,不乏屈服，下盘不稳，动不能动静，不能手。
External2 00270.wav,嗯
External2 00271.wav,
External2 00272.wav,虽然还是有点饿。The也没什么大不了的。
External2 00273.wav,嗯不对不对。这个也不是。
External2 00274.wav,虽然听说了天空之琴的事，但没想到居然是你。
External2 00275.wav,唉
External2 00276.wav,嗯
External2 00277.wav,我对立军有着绝对的信任。当年这是有地区帅丽，我们才能击退魔物，享福海兽，保住了这一方平安，敌军守护众人的身姿，千年以来的情谊，我不会忘记。
External2 00278.wav,还有这只嗯吉祥物又是怎么回事？
External2 00279.wav,研究的本质是寻找答案的过程，这个过程有时候很繁琐，也很累，但每次只要看看积累起来的成果，就会觉得嗯我是真的很喜欢做这样的事。
External2 00280.wav,生日快乐。这个袋子给你里面有一个帮你渡过难关的建议，别着急打开，再往后的一年之内，这个袋子会有自己打开的机会。
External2 00281.wav,那时我躲在灌木丛后面看到一个红衣服的小女孩跑远了，只留下面目全非的山地。
External2 00282.wav,啊是大师是大师。唉怎么说呢？总之还是要团长亲自去一下。
External2 00283.wav,晨曦酒庄的情报网可并不限于商业情报。
External2 00284.wav,七星是人，帝军是神，自由之神不在蒙德，而我们的神永存永在。
External2 00285.wav,啊深渊法师逃到这里就不见了。
External2 00286.wav,再这样拽下去，会想睡觉的。
External2 00287.wav,其中一定会有你妹妹的消息。我是这样想的。
External2 00288.wav,噢对了。古书的馈赠是非常丰厚的，记得在树枝的元素里完全恢复之前使用，不要浪费哦。
External2 00289.wav,麻烦找些白萝卜回来。记得要去湖边洗干净啊。
External2 00290.wav,不可以。拍门不是吃的。
External2 00291.wav,
External2 00292.wav,过了时节货不好卖啊。
External2 00293.wav,师傅和他的朋友在神秘学方面斗了一辈子，也没能分出胜负。要是我能赢，那我不就比师傅还厉害了。
External2 00294.wav,唉我缓过来了，呃甚至可以说我从地狱里爬回来了。
External2 00295.wav,
External2 00296.wav,代理团长大人，骑士团的领袖，大家都很喜欢他，哦唉问我吗？我我当然也非常尊敬他。
External2 00297.wav,佛罗拉果然是个神奇的孩子呢。
External2 00298.wav,这附近都是建造名消灯用的纸、油和木材。
External2 00299.wav,虽然不明白怎么修好的，咱再也不能让你们碰了。
External2 00300.wav,我吗？Mhm记好了我奶优乐净土的主人，断罪之皇女菲希尔才断此事，一切罪责透彻，此间一切真知。就是冒险家协会的调查员那只是肤浅的表象。
External2 00301.wav,嗯不愧是师傅啊。
External2 00302.wav,刚才他蹲在地上，好像在做什么事，但一看到我们靠近，就站起来装成没事人一样。
External2 00303.wav,嗯
External2 00304.wav,偶像嗯是从爱丽丝那边了解到的，优秀的偶像能够治愈人们的心理。嗯嗯总之就是这样。啦
External2 00305.wav,
External2 00306.wav,蒙德的质保，风神巴巴托斯曾经弹奏的事情。
External2 00307.wav,这片场地我已经租借下来，开始进行仪式的筹备了。
External2 00308.wav,天空之琴，就是他们唯一能得到的风神之力了。
External2 00309.wav,爱好吗？爱好的话，工作吧啊工作不能算，但是为什么呢难道爱好不是指自己想要去做，做了就会感到开心的事情吗？那么爱好是工作，你有什么问题呢？
External2 00310.wav,
External2 00311.wav,蒲公英，这里居然能买到蒲公英啊。
External2 00312.wav,妈。
External2 00313.wav,明天我也在老地方，只要你不中途迷了路，就准能找得到我。
External2 00314.wav,说好的酒呢，我帮这么多忙也是很累的吧。
External2 00315.wav,风说可以飞了。
External2 00316.wav,我的眼睛。我的眼睛没事，想把身体的某些部分遮起来是很平常的事儿吧，衣服和裤子也是一个道理。
External2 00317.wav,但在这个时候进行飞行执照考试，真是不巧啊。
External2 00318.wav,也有是传说中的半仙之兽。
External2 00319.wav,啊
External2 00320.wav,又见面了。你好。呀
External2 00321.wav,唉我们也是迫不得已，实在是无钱供养家庭。又听人说虎牢山上的琥珀中藏有宝物。
External2 00322.wav,谢谢你们。旅行者派盟，还有另一个红色的女孩。
External20 00001.wav,好了，既然拿到了东西就快点回去吧，可别误事了。
